Category,Title,Price,Availability,Description
Philosophy,Proofs of God: Classical Arguments from Tertullian to Barth,4.21,0,No description available
Philosophy,Kierkegaard: A Christian Missionary to Christians,7.13,0,No description available
Philosophy,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",9.93,0,No description available
Philosophy,Critique of Pure Reason,0.75,0,No description available
Philosophy,"Run, Spot, Run: The Ethics of Keeping Pets",0.02,0,No description available
Philosophy,The Nicomachean Ethics,6.34,0,No description available
Philosophy,Meditations,5.89,0,No description available
Philosophy,Beyond Good and Evil,3.38,0,No description available
Romance,Chase Me (Paris Nights #2),5.27,0,No description available
Romance,Black Dust,4.53,0,No description available
Romance,Her Backup Boyfriend (The Sorensen Family #1),3.97,0,No description available
Romance,First and First (Five Boroughs #3),5.97,0,No description available
Romance,Fifty Shades Darker (Fifty Shades #2),1.96,0,No description available
Romance,The Wedding Dress,4.12,0,No description available
Romance,Suddenly in Love (Lake Haven #1),5.99,0,No description available
Romance,Something More Than This,6.24,0,No description available
Romance,Doing It Over (Most Likely To #1),5.61,0,No description available
Romance,The Wedding Pact (The O'Malleys #2),2.61,0,No description available
Romance,Hold Your Breath (Search and Rescue #1),8.82,0,No description available
Romance,Dirty (Dive Bar #1),0.83,0,No description available
Romance,Take Me Home Tonight (Rock Star Romance #3),3.98,0,No description available
Romance,Off the Hook (Fishing for Trouble #1),7.67,0,No description available
Romance,A Gentleman's Position (Society of Gentlemen #3),4.75,0,No description available
Romance,"Sit, Stay, Love",0.9,0,No description available
Romance,A Girl's Guide to Moving On (New Beginnings #2),1.3,0,No description available
Romance,The Perfect Play (Play by Play #1),9.99,0,No description available
Romance,Dark Lover (Black Dagger Brotherhood #1),2.87,0,No description available
Romance,Changing the Game (Play by Play #2),3.38,0,No description available
Womens Fiction,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,7.36,0,No description available
Womens Fiction,Will You Won't You Want Me?,3.86,0,No description available
Womens Fiction,Keep Me Posted,0.46,0,No description available
Womens Fiction,Grey (Fifty Shades #4),8.49,0,No description available
Womens Fiction,Meternity,3.58,0,No description available
Womens Fiction,Some Women,3.73,0,No description available
Womens Fiction,Shopaholic Ties the Knot (Shopaholic #3),8.39,0,No description available
Womens Fiction,Can You Keep a Secret?,1.94,0,No description available
Womens Fiction,Twenties Girl,2.8,0,No description available
Womens Fiction,The Undomestic Goddess,5.75,0,No description available
Womens Fiction,The Nanny Diaries (Nanny #1),2.53,0,No description available
Womens Fiction,The Devil Wears Prada (The Devil Wears Prada #1),4.29,0,No description available
Womens Fiction,Something Borrowed (Darcy & Rachel #1),8.96,0,No description available
Womens Fiction,Something Blue (Darcy & Rachel #2),4.62,0,No description available
Womens Fiction,I've Got Your Number,9.69,0,No description available
Womens Fiction,The Edge of Reason (Bridget Jones #2),9.18,0,No description available
Womens Fiction,Bridget Jones's Diary (Bridget Jones #1),9.82,0,No description available
Fiction,Soumission,0.1,0,No description available
Fiction,Private Paris (Private #10),7.61,0,No description available
Fiction,"We Love You, Charlie Freeman",0.27,0,No description available
Fiction,Thirst,7.27,0,No description available
Fiction,The Murder That Never Was (Forensic Instincts #5),4.11,0,No description available
Fiction,Tuesday Nights in 1980,1.04,0,No description available
Fiction,The Vacationers,2.15,0,No description available
Fiction,The Regional Office Is Under Attack!,1.36,0,No description available
Fiction,Finders Keepers (Bill Hodges Trilogy #2),3.53,0,No description available
Fiction,The Time Keeper,7.88,0,No description available
Fiction,The Testament of Mary,2.67,0,No description available
Fiction,The First Hostage (J.B. Collins #2),5.85,0,No description available
Fiction,Take Me with You,5.21,0,No description available
Fiction,Still Life with Bread Crumbs,6.41,0,No description available
Fiction,Shtum,5.84,0,No description available
Fiction,My Name Is Lucy Barton,1.56,0,No description available
Fiction,My Mrs. Brown,4.48,0,No description available
Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),8.9,0,No description available
Fiction,I Am Pilgrim (Pilgrim #1),0.6,0,No description available
Fiction,Eligible (The Austen Project #4),7.09,0,No description available
Childrens,Birdsong: A Story in Pictures,4.64,0,No description available
Childrens,The Bear and the Piano,6.89,0,No description available
Childrens,The Secret of Dreadwillow Carse,6.13,0,No description available
Childrens,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,8.08,0,No description available
Childrens,Little Red,3.47,0,No description available
Childrens,Walt Disney's Alice in Wonderland,2.96,0,No description available
Childrens,Twenty Yawns,2.08,0,No description available
Childrens,Rain Fish,3.57,0,No description available
Childrens,Once Was a Time,8.28,0,No description available
Childrens,Luis Paints the World,3.95,0,No description available
Childrens,Nap-a-Roo,5.08,0,No description available
Childrens,The Whale,5.96,0,No description available
Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",2.87,0,No description available
Childrens,Raymie Nightingale,4.41,0,No description available
Childrens,Playing from the Heart,2.38,0,No description available
Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,2.54,0,No description available
Childrens,The Wild Robot,6.07,0,No description available
Childrens,The Thing About Jellyfish,8.77,0,No description available
Childrens,The Lonely Ones,3.59,0,No description available
Childrens,The Day the Crayons Came Home (Crayons),6.33,0,No description available
Religion,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",7.97,0,No description available
Religion,You Are What You Love: The Spiritual Power of Habit,1.87,0,No description available
Religion,God: The Most Unpleasant Character in All Fiction,0.03,0,No description available
Religion,The Book of Mormon,4.57,0,No description available
Religion,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",7.62,0,No description available
Religion,The Bhagavad Gita,7.49,0,No description available
Religion,Choosing Our Religion: The Spiritual Lives of America's Nones,8.42,0,No description available
Nonfiction,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,0.3,0,No description available
Nonfiction,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,1.05,0,No description available
Nonfiction,Reasons to Stay Alive,6.41,0,No description available
Nonfiction,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,3.11,0,No description available
Nonfiction,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",4.18,0,No description available
Nonfiction,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,1.12,0,No description available
Nonfiction,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,6.77,0,No description available
Nonfiction,The Gutsy Girl: Escapades for Your Life of Epic Adventure,7.13,0,No description available
Nonfiction,The Electric Pencil: Drawings from Inside State Hospital No. 3,6.06,0,No description available
Nonfiction,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,1.83,0,No description available
Nonfiction,Reskilling America: Learning to Labor in the Twenty-First Century,9.83,0,No description available
Nonfiction,In the Country We Love: My Family Divided,2.0,0,No description available
Nonfiction,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,4.35,0,No description available
Nonfiction,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,9.14,0,No description available
Nonfiction,Algorithms to Live By: The Computer Science of Human Decisions,0.81,0,No description available
Nonfiction,The Power of Now: A Guide to Spiritual Enlightenment,3.54,0,No description available
Nonfiction,The Omnivore's Dilemma: A Natural History of Four Meals,8.21,0,No description available
Nonfiction,The Genius of Birds,7.24,0,No description available
Nonfiction,The Artist's Way: A Spiritual Path to Higher Creativity,8.49,0,No description available
Nonfiction,So You've Been Publicly Shamed,2.23,0,No description available
Music,Rip it Up and Start Again,5.02,0,No description available
Music,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",7.25,0,No description available
Music,How Music Works,7.32,0,No description available
Music,Love Is a Mix Tape (Music #1),8.03,0,No description available
Music,Please Kill Me: The Uncensored Oral History of Punk,1.19,0,No description available
Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,5.05,0,No description available
Music,"Chronicles, Vol. 1",2.6,0,No description available
Music,This Is Your Brain on Music: The Science of a Human Obsession,8.4,0,No description available
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",2.36,0,No description available
Music,No One Here Gets Out Alive,0.02,0,No description available
Music,Life,1.58,0,No description available
Music,Old Records Never Die: One Man's Quest for His Vinyl and His Past,5.66,0,No description available
Music,Forever Rockers (The Rocker #12),8.8,0,No description available
Default,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",7.93,0,No description available
Default,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2.6,0,No description available
Default,"Starving Hearts (Triangular Trade Trilogy, #1)",3.99,0,No description available
Default,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,2.5,0,No description available
Default,Aladdin and His Wonderful Lamp,3.13,0,No description available
Default,Penny Maybe,3.29,0,No description available
Default,Maude (1883-1993):She Grew Up with the country,8.02,0,No description available
Default,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",0.59,0,No description available
Default,Soul Reader,9.58,0,No description available
Default,Bossypants,9.46,0,No description available
Default,A World of Flavor: Your Gluten Free Passport,2.95,0,No description available
Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",6.76,0,No description available
Default,Tracing Numbers on a Train,1.6,0,No description available
Default,Thirteen Reasons Why,2.72,0,No description available
Default,The Secret (The Secret #1),7.37,0,No description available
Default,The Psychopath Test: A Journey Through the Madness Industry,6.0,0,No description available
Default,The Kite Runner,1.82,0,No description available
Default,The Girl on the Train,5.02,0,No description available
Default,The Emerald Mystery,3.15,0,No description available
Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,2.0,0,No description available
Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,7.59,0,No description available
Science Fiction,Join,5.67,0,No description available
Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",3.3,0,No description available
Science Fiction,The Project,0.65,0,No description available
Science Fiction,Soft Apocalypse,6.12,0,No description available
Science Fiction,Sleeping Giants (Themis Files #1),8.74,0,No description available
Science Fiction,Arena,1.36,0,No description available
Science Fiction,Foundation (Foundation (Publication Order) #1),2.42,0,No description available
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),0.92,0,No description available
Science Fiction,Ready Player One,9.07,0,No description available
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",3.26,0,No description available
Science Fiction,Dune (Dune #1),4.86,0,No description available
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),1.48,0,No description available
Science Fiction,Three Wishes (River of Time: California #1),4.18,0,No description available
Science Fiction,The Last Girl (The Dominion Trilogy #1),6.26,0,No description available
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4.96,0,No description available
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,4.84,0,No description available
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",1.22,0,No description available
Sports and Games,Sugar Rush (Offensive Line #2),4.42,0,No description available
Sports and Games,Settling the Score (The Summer Games #1),4.91,0,No description available
Sports and Games,Icing (Aces Hockey #2),0.44,0,No description available
Add a comment,The Torch Is Passed: A Harding Family Story,9.09,0,No description available
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",3.89,0,No description available
Add a comment,The Art Forger,0.76,0,No description available
Add a comment,On a Midnight Clear,4.07,0,No description available
Add a comment,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),3.9,0,No description available
Add a comment,"Shobu Samurai, Project Aryoku (#3)",9.06,0,No description available
Add a comment,Modern Romance,8.26,0,No description available
Add a comment,The White Queen (The Cousins' War #1),5.91,0,No description available
Add a comment,The Song of Achilles,7.4,0,No description available
Add a comment,The Immortal Life of Henrietta Lacks,0.67,0,No description available
Add a comment,The Dovekeepers,8.78,0,No description available
Add a comment,More Than Music (Chasing the Dream #1),7.61,0,No description available
Add a comment,Code Name Verity (Code Name Verity #1),2.13,0,No description available
Add a comment,Cell,0.29,0,No description available
Add a comment,Angels Walking (Angels Walking #1),4.2,0,No description available
Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",6.48,0,No description available
Add a comment,A People's History of the United States,0.79,0,No description available
Add a comment,A Brush of Wings (Angels Walking #3),5.51,0,No description available
Add a comment,Rook,7.86,0,No description available
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,6.2,0,No description available
Fantasy,Unicorn Tracks,8.78,0,No description available
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",5.02,0,No description available
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),3.34,0,No description available
Fantasy,Masks and Shadows,6.4,0,No description available
Fantasy,Crown of Midnight (Throne of Glass #2),3.29,0,No description available
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",8.09,0,No description available
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),2.37,0,No description available
Fantasy,Throne of Glass (Throne of Glass #1),5.07,0,No description available
Fantasy,The Glittering Court (The Glittering Court #1),4.28,0,No description available
Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),2.98,0,No description available
Fantasy,The Star-Touched Queen,6.02,0,No description available
Fantasy,The Hidden Oracle (The Trials of Apollo #1),2.26,0,No description available
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),4.73,0,No description available
Fantasy,Island of Dragons (Unwanteds #7),9.65,0,No description available
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),7.51,0,No description available
Fantasy,City of Glass (The Mortal Instruments #3),6.02,0,No description available
Fantasy,Searching for Meaning in Gailana,8.73,0,No description available
Fantasy,The Star-Touched Queen,2.3,0,No description available
Fantasy,A Shard of Ice (The Black Symphony Saga #1),6.63,0,No description available
Fantasy,King's Folly (The Kinsman Chronicles #1),9.61,0,No description available
New Adult,Without Borders (Wanderlove #1),5.07,0,No description available
New Adult,The Mistake (Off-Campus #2),3.29,0,No description available
New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),5.85,0,No description available
New Adult,The Hook Up (Game On #1),6.29,0,No description available
New Adult,Shameless,8.35,0,No description available
New Adult,Off Sides (Off #1),9.45,0,No description available
Young Adult,The Requiem Red,2.65,0,No description available
Young Adult,Set Me Free,7.46,0,No description available
Young Adult,The Natural History of Us (The Fine Art of Pretending #2),5.22,0,No description available
Young Adult,Obsidian (Lux #1),4.86,0,No description available
Young Adult,Burning,8.81,0,No description available
Young Adult,A Fierce and Subtle Poison,8.13,0,No description available
Young Adult,Scarlett Epstein Hates It Here,3.55,0,No description available
Young Adult,"Nightingale, Sing",8.28,0,No description available
Young Adult,Library of Souls (Miss Peregrine’s Peculiar Children #3),8.56,0,No description available
Young Adult,Frostbite (Vampire Academy #2),9.99,0,No description available
Young Adult,Wild Swans,4.36,0,No description available
Young Adult,Until Friday Night (The Field Party #1),6.31,0,No description available
Young Adult,This Is Where It Ends,7.12,0,No description available
Young Adult,The Darkest Lie,5.35,0,No description available
Young Adult,My Kind of Crazy,0.36,0,No description available
Young Adult,Don't Get Caught,5.35,0,No description available
Young Adult,Catching Jordan (Hundred Oaks),0.83,0,No description available
Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),8.14,0,No description available
Young Adult,The Epidemic (The Program 0.6),4.44,0,No description available
Young Adult,Stars Above (The Lunar Chronicles #4.5),8.05,0,No description available
Science,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,2.96,0,No description available
Science,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,7.36,0,No description available
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4.74,0,No description available
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,7.55,0,No description available
Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",5.91,0,No description available
Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,8.41,0,No description available
Science,The Origin of Species,0.01,0,No description available
Science,The Grand Design,3.76,0,No description available
Science,Peak: Secrets from the New Science of Expertise,6.28,0,No description available
Science,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",3.03,0,No description available
Science,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",7.35,0,No description available
Science,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",5.83,0,No description available
Science,Seven Brief Lessons on Physics,0.6,0,No description available
Science,The Selfish Gene,9.45,0,No description available
Poetry,A Light in the Attic,1.77,0,No description available
Poetry,The Black Maria,2.15,0,No description available
Poetry,Shakespeare's Sonnets,0.66,0,No description available
Poetry,Olio,3.88,0,No description available
Poetry,You can't bury them all: Poems,3.63,0,No description available
Poetry,Slow States of Collapse: Poems,7.31,0,No description available
Poetry,Untitled Collection: Sabbath Poems 2014,4.27,0,No description available
Poetry,Poems That Make Grown Women Cry,4.19,0,No description available
Poetry,Night Sky with Exit Wounds,1.05,0,No description available
Poetry,salt.,6.78,0,No description available
Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",0.89,0,No description available
Poetry,Out of Print: City Lights Spotlight No. 14,3.64,0,No description available
Poetry,Les Fleurs du Mal,9.04,0,No description available
Poetry,Howl and Other Poems,0.45,0,No description available
Poetry,Leave This Song Behind: Teen Poetry at Its Best,1.17,0,No description available
Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5.42,0,No description available
Poetry,The Crossover,8.77,0,No description available
Poetry,Booked,7.49,0,No description available
Poetry,Twenty Love Poems and a Song of Despair,0.95,0,No description available
Paranormal,"Vampire Knight, Vol. 1 (Vampire Knight #1)",5.4,0,No description available
Art,Wall and Piece,4.18,0,No description available
Art,Feathers: Displays of Brilliant Plumage,9.05,0,No description available
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,8.63,0,No description available
Art,The New Drawing on the Right Side of the Brain,3.02,0,No description available
Art,History of Beauty,0.29,0,No description available
Art,The Story of Art,1.14,0,No description available
Art,The Art Book,2.34,0,No description available
Art,Ways of Seeing,9.51,0,No description available
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,0.4,0,No description available
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,9.43,0,No description available
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,6.27,0,No description available
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,1.3,0,No description available
Psychology,"Thinking, Fast and Slow",1.14,0,No description available
Psychology,Civilization and Its Discontents,9.95,0,No description available
Psychology,8 Keys to Mental Health Through Exercise,1.04,0,No description available
Autobiography,The Argonauts,0.93,0,No description available
Autobiography,M Train,7.18,0,No description available
Autobiography,Lab Girl,0.85,0,No description available
Autobiography,Approval Junkie: Adventures in Caring Too Much,8.81,0,No description available
Autobiography,Running with Scissors,2.91,0,No description available
Autobiography,Me Talk Pretty One Day,7.6,0,No description available
Autobiography,Lust & Wonder,1.87,0,No description available
Autobiography,Life Without a Recipe,9.04,0,No description available
Autobiography,A Heartbreaking Work of Staggering Genius,4.29,0,No description available
Parenting,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,7.35,0,No description available
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),5.36,0,No description available
Humor,The Long Haul (Diary of a Wimpy Kid #9),4.07,0,No description available
Humor,Old School (Diary of a Wimpy Kid #10),1.83,0,No description available
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,5.98,0,No description available
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.75,0,No description available
Humor,Dress Your Family in Corduroy and Denim,3.68,0,No description available
Humor,Toddlers Are A**holes: It's Not Your Fault,5.55,0,No description available
Humor,When You Are Engulfed in Flames,0.89,0,No description available
Humor,Naked,1.69,0,No description available
Humor,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5.5,0,No description available
Humor,Holidays on Ice,1.07,0,No description available
Horror,Security,9.25,0,No description available
Horror,Follow You Home,1.36,0,No description available
Horror,The Loney,3.4,0,No description available
Horror,Pet Sematary,0.56,0,No description available
Horror,Doctor Sleep (The Shining #2),0.12,0,No description available
Horror,Psycho: Sanitarium (Psycho #1.5),6.97,0,No description available
Horror,Can You Keep a Secret? (Fear Street Relaunch #4),8.64,0,No description available
Horror,Red Dragon (Hannibal Lecter #1),3.37,0,No description available
Horror,Dracula the Un-Dead,5.63,0,No description available
Horror,Night Shift (Night Shift #1-20),2.75,0,No description available
Horror,Needful Things,7.51,0,No description available
Horror,Misery,4.79,0,No description available
Horror,It,5.01,0,No description available
Horror,'Salem's Lot,9.56,0,No description available
Horror,The Stand,7.86,0,No description available
Horror,The Girl with All the Gifts,9.47,0,No description available
Horror,House of Leaves,4.89,0,No description available
History,Sapiens: A Brief History of Humankind,4.23,0,No description available
History,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",5.52,0,No description available
History,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,9.73,0,No description available
History,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",6.28,0,No description available
